State,County,Total_Accidents,Night_Accidents,Winter_Accidents,Night_Proportion,Winter_Proportion
MN,Chippewa,433,187,31,0.43187066974595845,0.07159353348729793
MO,Webster,124,32,4,0.25806451612903225,0.03225806451612903
CO,Park,892,253,95,0.2836322869955157,0.10650224215246637
SC,Chesterfield,1869,801,4,0.42857142857142855,0.002140181915462814
ME,Somerset,74,21,6,0.28378378378378377,0.08108108108108109
OR,Polk,2631,1075,11,0.40858988977575067,0.004180919802356519
NC,Lenoir,221,89,2,0.40271493212669685,0.00904977375565611
NC,Burke,811,268,3,0.33045622688039455,0.0036991368680641184
CT,South Central Connecticut,2054,766,31,0.3729308666017527,0.015092502434274586
IN,Madison,910,300,20,0.32967032967032966,0.02197802197802198
LA,St John the Baptist,117,0,0,0.0,0.0
FL,Dixie,305,131,0,0.42950819672131146,0.0
UT,Cache,235,114,8,0.4851063829787234,0.03404255319148936
OK,Logan,79,11,6,0.13924050632911392,0.0759493670886076
UT,Wasatch,2344,878,5,0.37457337883959047,0.0021331058020477816
MN,Nicollet,1445,710,169,0.4913494809688581,0.11695501730103806
KS,Douglas,71,26,4,0.36619718309859156,0.056338028169014086
FL,Suwannee,1511,565,1,0.3739245532759762,0.0006618133686300463
NC,Richmond,201,97,0,0.48258706467661694,0.0
MS,Warren,365,94,0,0.25753424657534246,0.0
MN,Sibley,596,294,45,0.49328859060402686,0.07550335570469799
AL,Marengo,34,12,0,0.35294117647058826,0.0
WV,Jefferson,275,72,1,0.26181818181818184,0.0036363636363636364
FL,Leon,7317,2542,4,0.34741014076807436,0.0005466721333880005
NV,Lyon,1051,337,21,0.3206470028544244,0.019980970504281638
NM,Cibola,392,99,13,0.25255102040816324,0.03316326530612245
TX,Wheeler,8,2,0,0.25,0.0
KY,Butler,13,1,0,0.07692307692307693,0.0
GA,Crawford,55,12,0,0.21818181818181817,0.0
OR,Lake,1498,566,120,0.37783711615487314,0.0801068090787717
SC,Cherokee,6519,2101,39,0.32228869458505904,0.005982512655315232
MS,Lafayette,278,28,0,0.10071942446043165,0.0
MN,Wright,4928,1992,536,0.4042207792207792,0.10876623376623376
MO,St Louis (City),670,0,12,0.0,0.01791044776119403
TX,Panola,50,18,0,0.36,0.0
KS,Leavenworth,123,49,11,0.3983739837398374,0.08943089430894309
GA,Grady,42,30,0,0.7142857142857143,0.0
AR,Washington,1122,328,55,0.29233511586452765,0.049019607843137254
LA,Tangipahoa,818,208,1,0.254278728606357,0.0012224938875305623
VA,York,2221,631,0,0.28410625844214316,0.0
OH,Paulding,43,11,1,0.2558139534883721,0.023255813953488372
GA,Brooks,114,43,0,0.37719298245614036,0.0
SC,Horry,22784,6028,6,0.26457162921348315,0.0002633426966292135
OR,Jackson,9669,3606,83,0.37294446168166306,0.008584134863998345
PA,Tioga,1468,625,72,0.4257493188010899,0.04904632152588556
OH,Belmont,308,97,16,0.31493506493506496,0.05194805194805195
TN,Williamson,2009,525,11,0.2613240418118467,0.0054753608760577405
VA,Colonial Heights,603,208,6,0.3449419568822554,0.009950248756218905
CO,Delta,106,23,7,0.2169811320754717,0.0660377358490566
NH,Sullivan,155,55,28,0.3548387096774194,0.18064516129032257
NY,Livingston,241,94,26,0.3900414937759336,0.1078838174273859
VA,Lancaster,229,98,0,0.4279475982532751,0.0
AL,Russell,550,90,0,0.16363636363636364,0.0
AZ,Apache,1407,598,81,0.4250177683013504,0.057569296375266525
IN,Johnson,816,265,31,0.3247549019607843,0.03799019607843137
PA,Lackawanna,1493,607,179,0.40656396517079707,0.11989283322170127
CO,Morgan,374,132,11,0.35294117647058826,0.029411764705882353
AR,Lonoke,827,266,11,0.3216444981862152,0.013301088270858524
MO,Ralls,34,5,5,0.14705882352941177,0.14705882352941177
CO,Custer,139,34,1,0.2446043165467626,0.007194244604316547
UT,Utah,11630,3542,1014,0.3045571797076526,0.08718830610490112
IN,Floyd,1032,285,19,0.2761627906976744,0.018410852713178296
VA,Waynesboro (City),73,21,1,0.2876712328767123,0.0136986301369863
TN,Crockett,29,1,0,0.034482758620689655,0.0
NE,Seward,175,51,9,0.2914285714285714,0.05142857142857143
OK,Lincoln,47,18,0,0.3829787234042553,0.0
VA,King William,280,72,0,0.2571428571428571,0.0
CO,La Plata,102,23,4,0.22549019607843138,0.0392156862745098
VA,Richmond City,25948,6752,52,0.2602127331586249,0.002004008016032064
UT,Davis,9397,2728,588,0.2903054166223263,0.06257316164733426
NY,Monroe,32480,9785,4469,0.30126231527093594,0.1375923645320197
AL,Talladega,464,138,0,0.2974137931034483,0.0
IN,Allen,1293,489,93,0.37819025522041766,0.07192575406032482
MN,McLeod,943,454,94,0.4814422057264051,0.09968186638388123
NC,Columbus,322,105,0,0.32608695652173914,0.0
LA,Madison,63,27,0,0.42857142857142855,0.0
LA,St. Landry,67,16,1,0.23880597014925373,0.014925373134328358
OK,Kay,21,10,0,0.47619047619047616,0.0
VA,Louisa,1176,363,20,0.3086734693877551,0.017006802721088437
MN,Wabasha,472,215,21,0.4555084745762712,0.04449152542372881
MS,Carroll,16,2,0,0.125,0.0
VA,Lynchburg,134,27,0,0.20149253731343283,0.0
TN,Warren,54,18,0,0.3333333333333333,0.0
CO,El Paso,10014,1663,449,0.16606750549231075,0.04483722788096665
TN,Haywood,155,62,0,0.4,0.0
TX,San Patricio,35,3,0,0.08571428571428572,0.0
TN,Carter,133,46,0,0.3458646616541353,0.0
NY,Steuben,207,64,30,0.30917874396135264,0.14492753623188406
CO,Weld,2979,932,226,0.3128566633098355,0.07586438402148372
KY,Campbell,977,266,21,0.27226202661207777,0.021494370522006142
MI,Cheboygan,61,9,5,0.14754098360655737,0.08196721311475409
NV,Storey,202,80,6,0.39603960396039606,0.0297029702970297
NV,Douglas,1236,295,53,0.23867313915857605,0.04288025889967637
WI,Jackson,173,51,22,0.2947976878612717,0.12716763005780346
MN,Le Sueur,688,353,95,0.5130813953488372,0.1380813953488372
IL,Macoupin,59,12,4,0.2033898305084746,0.06779661016949153
WI,Winnebago,710,177,74,0.24929577464788732,0.10422535211267606
TX,San Saba,5,0,0,0.0,0.0
NM,Quay,114,32,4,0.2807017543859649,0.03508771929824561
WI,Portage,292,86,10,0.2945205479452055,0.03424657534246575
MO,Perry,57,36,3,0.631578947368421,0.05263157894736842
SC,Hampton,1092,389,0,0.35622710622710624,0.0
CA,Tehama,3802,1571,5,0.4132035770647028,0.0013150973172014729
NC,Hoke,174,68,0,0.39080459770114945,0.0
CO,Kit Carson,184,82,32,0.44565217391304346,0.17391304347826086
IN,Jackson,410,118,15,0.28780487804878047,0.036585365853658534
NC,Nash,869,289,6,0.33256616800920596,0.006904487917146145
UT,Garfield,475,118,27,0.24842105263157896,0.056842105263157895
NY,Niagara,1024,294,70,0.287109375,0.068359375
AL,Barbour,126,22,0,0.1746031746031746,0.0
AL,Covington,90,15,0,0.16666666666666666,0.0
NC,New Hanover,949,200,0,0.2107481559536354,0.0
WY,Sweetwater,934,457,124,0.4892933618843683,0.13276231263383298
TX,Hopkins,24,4,0,0.16666666666666666,0.0
UT,Washington,2358,715,54,0.30322307039864294,0.022900763358778626
AL,Tallapoosa,101,17,0,0.16831683168316833,0.0
IL,Montgomery,148,56,8,0.3783783783783784,0.05405405405405406
KS,Wyandotte,6528,2242,307,0.3434436274509804,0.0470281862745098
OR,Deschutes,8093,3255,323,0.4021994316075621,0.03991103422710985
AL,Randolph,21,7,0,0.3333333333333333,0.0
MN,Stevens,119,59,8,0.4957983193277311,0.06722689075630252
NE,Kimball,61,28,17,0.45901639344262296,0.2786885245901639
NC,Edgecombe,251,83,0,0.33067729083665337,0.0
KY,Livingston,19,7,0,0.3684210526315789,0.0
IN,Sullivan,53,19,0,0.3584905660377358,0.0
OR,Multnomah,32939,9979,201,0.3029539451713774,0.006102188894623395
MN,St. Louis,4113,1810,876,0.4400680768295648,0.21298322392414296
AL,Lawrence,98,24,0,0.24489795918367346,0.0
NE,Buffalo,99,45,6,0.45454545454545453,0.06060606060606061
TX,Wise,34,12,0,0.35294117647058826,0.0
OH,Williams,216,58,8,0.26851851851851855,0.037037037037037035
AR,Hot Spring,477,173,0,0.36268343815513626,0.0
TX,Goliad,23,4,0,0.17391304347826086,0.0
OR,Linn,6580,2557,137,0.3886018237082067,0.02082066869300912
VA,Albemarle,4722,1383,37,0.2928843710292249,0.007835662854722576
IL,Massac,72,27,1,0.375,0.013888888888888888
NM,Do�a Ana,74,16,0,0.21621621621621623,0.0
IL,Douglas,66,21,4,0.3181818181818182,0.06060606060606061
MN,Kanabec,345,157,38,0.45507246376811594,0.11014492753623188
MN,Cass,1190,551,124,0.46302521008403363,0.10420168067226891
MN,Rice,2660,1296,500,0.48721804511278194,0.18796992481203006
WI,Sheboygan,366,81,43,0.22131147540983606,0.11748633879781421
AL,Fayette,52,8,0,0.15384615384615385,0.0
OK,Pawnee,13,6,0,0.46153846153846156,0.0
NY,Cattaraugus,228,69,20,0.3026315789473684,0.08771929824561403
OK,McIntosh,9,3,0,0.3333333333333333,0.0
KY,Gallatin,54,27,0,0.5,0.0
IN,Daviess,93,6,13,0.06451612903225806,0.13978494623655913
VA,Richmond,109,29,0,0.26605504587155965,0.0
TX,Jefferson,213,52,0,0.24413145539906103,0.0
IA,Calhoun,44,9,1,0.20454545454545456,0.022727272727272728
KY,Barren,21,6,0,0.2857142857142857,0.0
WV,Wood,569,253,86,0.4446397188049209,0.15114235500878734
IA,Marshall,106,31,1,0.29245283018867924,0.009433962264150943
WI,Outagamie,950,218,79,0.2294736842105263,0.08315789473684211
VA,Norfolk,10276,3135,23,0.3050797975866096,0.002238224990268587
OR,Tillamook,2370,984,19,0.4151898734177215,0.008016877637130802
TN,Blount,264,43,1,0.16287878787878787,0.003787878787878788
CO,Huerfano,411,132,48,0.32116788321167883,0.11678832116788321
KY,Nelson,25,2,0,0.08,0.0
MN,Morrison,1142,537,133,0.4702276707530648,0.11646234676007006
MN,Scott,3592,1432,450,0.3986636971046771,0.1252783964365256
AL,Cleburne,409,126,1,0.3080684596577017,0.0024449877750611247
VA,Prince Edward,285,112,8,0.3929824561403509,0.028070175438596492
TX,Cass,37,2,0,0.05405405405405406,0.0
TN,Marshall,143,51,0,0.35664335664335667,0.0
TX,Lavaca,9,1,0,0.1111111111111111,0.0
KY,Hardin,209,63,2,0.3014354066985646,0.009569377990430622
NC,Franklin,476,218,0,0.4579831932773109,0.0
NC,Macon,229,50,0,0.2183406113537118,0.0
OR,Sherman,1310,554,145,0.42290076335877863,0.11068702290076336
IN,Dubois,93,37,3,0.3978494623655914,0.03225806451612903
IA,Shelby,16,1,0,0.0625,0.0
TX,Galveston,1164,406,0,0.3487972508591065,0.0
GA,Thomas,74,14,1,0.1891891891891892,0.013513513513513514
MN,Becker,788,382,107,0.4847715736040609,0.13578680203045684
MN,Waseca,316,162,26,0.5126582278481012,0.08227848101265822
ME,Lincoln,34,2,1,0.058823529411764705,0.029411764705882353
CO,Saguache,118,21,4,0.17796610169491525,0.03389830508474576
FL,Duval,41726,12147,1,0.2911134544408762,2.3965872597421273e-05
AL,Jefferson,19117,5208,11,0.27242768216770413,0.0005754040905999895
NC,Cabarrus,1608,513,15,0.31902985074626866,0.009328358208955223
IN,Tippecanoe,443,191,58,0.43115124153498874,0.1309255079006772
NY,Chautauqua,1662,693,302,0.41696750902527074,0.18170878459687123
MN,Goodhue,2094,1050,176,0.501432664756447,0.08404966571155682
NV,Pershing,204,69,7,0.3382352941176471,0.03431372549019608
IN,Porter,898,269,63,0.29955456570155903,0.07015590200445435
CO,Routt,154,62,3,0.4025974025974026,0.01948051948051948
VA,Charlotte,236,61,0,0.2584745762711864,0.0
MO,Montgomery,256,87,62,0.33984375,0.2421875
AL,Monroe,34,5,0,0.14705882352941177,0.0
KY,Lyon,29,6,0,0.20689655172413793,0.0
NY,Genesee,1630,642,186,0.39386503067484663,0.11411042944785275
CO,Arapahoe,7547,1793,416,0.23757784550152378,0.05512124022790513
TX,El Paso,16463,2780,42,0.16886351211808298,0.0025511753629350667
TX,Nolan,96,32,0,0.3333333333333333,0.0
WI,Ozaukee,349,88,49,0.2521489971346705,0.14040114613180515
NC,Bertie,152,66,0,0.4342105263157895,0.0
FL,Walton,2651,943,0,0.35571482459449266,0.0
OR,Marion,9448,3570,106,0.37785774767146485,0.01121930567315834
NM,Otero,35,9,0,0.2571428571428571,0.0
TX,Marion,26,7,0,0.2692307692307692,0.0
TN,De Kalb,47,13,0,0.2765957446808511,0.0
GA,Screven,51,14,0,0.27450980392156865,0.0
TN,Bradley,1157,351,1,0.30337078651685395,0.000864304235090752
CA,Trinity,1622,636,0,0.3921085080147966,0.0
NC,Montgomery,208,82,0,0.3942307692307692,0.0
TX,Menard,7,0,3,0.0,0.42857142857142855
LA,Terrebonne,765,62,0,0.08104575163398693,0.0
NV,Nye,119,44,0,0.3697478991596639,0.0
KY,Oldham,194,37,4,0.19072164948453607,0.020618556701030927
NV,Humboldt,336,86,23,0.25595238095238093,0.06845238095238096
WV,Fayette,235,89,14,0.37872340425531914,0.059574468085106386
NC,Transylvania,219,52,1,0.2374429223744292,0.0045662100456621
MO,Boone,656,115,50,0.17530487804878048,0.07621951219512195
NE,Thomas,2,1,0,0.5,0.0
NE,Saunders,30,3,0,0.1,0.0
OR,Douglas,8587,3572,265,0.4159776406195412,0.03086060323745196
GA,Lowndes,584,228,0,0.3904109589041096,0.0
FL,Taylor,450,224,0,0.49777777777777776,0.0
KS,Shawnee,253,52,9,0.20553359683794467,0.03557312252964427
MN,Pope,239,116,19,0.48535564853556484,0.0794979079497908
KY,Mercer,7,1,0,0.14285714285714285,0.0
VA,Poquoson,9,1,0,0.1111111111111111,0.0
VA,Sussex,885,314,1,0.35480225988700564,0.0011299435028248588
MD,Wicomico,621,188,15,0.3027375201288245,0.024154589371980676
NC,Beaufort,187,61,1,0.32620320855614976,0.0053475935828877
MO,Pemiscot,69,29,0,0.42028985507246375,0.0
SC,Lee,1788,745,7,0.4166666666666667,0.0039149888143176735
NV,Elko,1435,521,93,0.3630662020905923,0.06480836236933799
VA,Botetourt,2453,838,18,0.34162250305748065,0.007337953526294333
FL,Hamilton,943,376,0,0.3987274655355249,0.0
VT,Windham,260,65,42,0.25,0.16153846153846155
LA,La Salle,2,1,0,0.5,0.0
CO,Elbert,125,48,16,0.384,0.128
AR,Hempstead,196,46,2,0.23469387755102042,0.01020408163265306
TN,Rutherford,2380,852,7,0.35798319327731093,0.0029411764705882353
NC,Davie,604,179,3,0.29635761589403975,0.004966887417218543
KY,Whitley,77,22,0,0.2857142857142857,0.0
KS,Wilson,35,24,0,0.6857142857142857,0.0
TX,Frio,29,3,0,0.10344827586206896,0.0
IL,Franklin,213,74,8,0.3474178403755869,0.03755868544600939
CT,Southeastern Connecticut,675,218,8,0.32296296296296295,0.011851851851851851
NM,Valencia,20,11,0,0.55,0.0
IN,Clinton,190,58,8,0.30526315789473685,0.042105263157894736
VA,Chesterfield,16647,5780,146,0.3472097074547967,0.008770349011833965
NC,Catawba,1131,354,1,0.3129973474801061,0.0008841732979664014
IN,Hamilton,1562,451,48,0.2887323943661972,0.030729833546734954
MO,St Charles,371,26,40,0.07008086253369272,0.1078167115902965
AL,Choctaw,27,14,0,0.5185185185185185,0.0
TN,Clay,39,11,0,0.28205128205128205,0.0
CO,Washington,118,37,6,0.3135593220338983,0.05084745762711865
GA,Decatur,60,13,0,0.21666666666666667,0.0
CO,Teller,239,65,38,0.2719665271966527,0.1589958158995816
AL,St Clair,203,62,0,0.3054187192118227,0.0
TX,Hardin,8,2,0,0.25,0.0
MO,Dallas,29,2,0,0.06896551724137931,0.0
NM,Socorro,100,28,2,0.28,0.02
AL,Madison,10905,2857,21,0.26198991288399814,0.0019257221458046766
AL,Lauderdale,258,42,0,0.16279069767441862,0.0
NC,Rockingham,427,193,1,0.4519906323185012,0.00234192037470726
CO,Grand,229,84,35,0.36681222707423583,0.15283842794759825
NY,Washington,1036,416,60,0.4015444015444015,0.05791505791505792
WI,Racine,823,227,66,0.275820170109356,0.08019441069258809
LA,Evangeline,6,3,0,0.5,0.0
IN,Tipton,56,21,4,0.375,0.07142857142857142
TN,Henderson,75,21,0,0.28,0.0
CO,Moffat,98,51,14,0.5204081632653061,0.14285714285714285
OK,Wagoner,211,67,0,0.3175355450236967,0.0
GA,Mitchell,97,26,0,0.26804123711340205,0.0
OK,Sequoyah,20,3,0,0.15,0.0
CO,Montrose,50,14,4,0.28,0.08
AL,Coffee,403,70,0,0.17369727047146402,0.0
TX,Gregg,246,61,0,0.24796747967479674,0.0
MD,St Marys,110,31,0,0.2818181818181818,0.0
TX,King,2,2,0,1.0,0.0
MO,Saline,271,74,38,0.2730627306273063,0.14022140221402213
NY,Onondaga,8850,2305,1012,0.26045197740112996,0.11435028248587571
NC,Surry,617,225,2,0.3646677471636953,0.0032414910858995136
MN,Itasca,1126,475,265,0.4218472468916519,0.2353463587921847
MO,Jasper,194,43,5,0.22164948453608246,0.02577319587628866
MI,Emmet,76,16,15,0.21052631578947367,0.19736842105263158
NC,Wilkes,314,94,5,0.29936305732484075,0.01592356687898089
NY,Essex,171,67,32,0.391812865497076,0.1871345029239766
AL,Baldwin,3016,722,0,0.23938992042440319,0.0
TN,Shelby,17988,5823,31,0.32371581054036025,0.0017233711363130975
UT,Millard,1465,530,0,0.36177474402730375,0.0
VA,Wythe,1984,673,53,0.3392137096774194,0.026713709677419355
AR,Faulkner,639,223,0,0.3489827856025039,0.0
NM,Chaves,40,13,0,0.325,0.0
CO,Douglas,5796,1518,593,0.2619047619047619,0.10231193926846101
MN,Anoka,7869,2786,905,0.3540475282755115,0.11500826026178676
TX,Garza,25,6,0,0.24,0.0
CO,Summit,1418,531,357,0.37447108603667134,0.25176304654442877
NC,Brunswick,753,236,0,0.31341301460823373,0.0
MO,Franklin,549,183,18,0.3333333333333333,0.03278688524590164
GA,Cook,222,76,0,0.34234234234234234,0.0
NE,York,88,56,8,0.6363636363636364,0.09090909090909091
NM,Guadalupe,262,83,33,0.31679389312977096,0.12595419847328243
TN,Overton,62,20,0,0.3225806451612903,0.0
CO,Ouray,73,39,12,0.5342465753424658,0.1643835616438356
SC,Beaufort,4988,1349,0,0.27044907778668803,0.0
TN,Knox,6477,1851,55,0.285780453913849,0.008491585610622202
AL,Shelby,3491,804,1,0.23030650243483242,0.0002864508736751647
WA,Clark,3815,1382,78,0.36225425950196594,0.020445609436435124
MS,Copiah,139,41,0,0.2949640287769784,0.0
MN,Watonwan,381,225,13,0.5905511811023622,0.03412073490813648
KS,Sumner,27,5,1,0.18518518518518517,0.037037037037037035
MO,Clay,5790,1884,261,0.32538860103626943,0.04507772020725389
AZ,Gila,1435,546,11,0.3804878048780488,0.007665505226480836
NH,Grafton,629,156,93,0.2480127186009539,0.1478537360890302
OR,Yamhill,3835,1347,19,0.35123859191655804,0.004954367666232073
GA,Telfair,31,9,0,0.2903225806451613,0.0
NC,Wilson,421,167,1,0.39667458432304037,0.0023752969121140144
TX,Castro,17,0,0,0.0,0.0
AR,Garland,363,84,0,0.23140495867768596,0.0
MS,Lee,125,42,0,0.336,0.0
TX,Lee,15,4,0,0.26666666666666666,0.0
SC,Colleton,5148,1673,8,0.324980574980575,0.001554001554001554
VA,Colonial Heights (City),134,39,2,0.291044776119403,0.014925373134328358
AL,St. Clair,811,290,1,0.35758323057953145,0.0012330456226880395
CO,Broomfield,895,241,43,0.26927374301675977,0.048044692737430165
AL,Clarke,39,13,0,0.3333333333333333,0.0
NE,Burt,58,22,2,0.3793103448275862,0.034482758620689655
NM,Eddy,74,18,0,0.24324324324324326,0.0
PA,Montour,666,209,26,0.3138138138138138,0.03903903903903904
VA,James City,1341,438,0,0.32662192393736017,0.0
UT,Sanpete,659,270,12,0.40971168437025796,0.018209408194233688
NM,Dona Ana,88,28,2,0.3181818181818182,0.022727272727272728
MO,Morgan,14,4,0,0.2857142857142857,0.0
KY,Clark,30,5,0,0.16666666666666666,0.0
WI,Eau Claire,384,116,84,0.3020833333333333,0.21875
VA,Fairfax (City),77,11,0,0.14285714285714285,0.0
AR,Crittenden,1431,504,6,0.3522012578616352,0.0041928721174004195
NC,Robeson,1653,488,0,0.29522081064730793,0.0
VA,Danville (City),18,3,0,0.16666666666666666,0.0
WI,Barron,36,12,5,0.3333333333333333,0.1388888888888889
NC,Henderson,2459,566,9,0.23017486783245222,0.0036600244001626678
SC,Jasper,3990,1118,3,0.28020050125313284,0.0007518796992481203
UT,Sevier,1624,695,60,0.42795566502463056,0.03694581280788178
VA,Middlesex,313,106,0,0.33865814696485624,0.0
GA,Stephens,89,32,0,0.3595505617977528,0.0
AR,Craighead,467,164,1,0.3511777301927195,0.0021413276231263384
IA,Des Moines,50,11,1,0.22,0.02
MS,Marshall,128,51,1,0.3984375,0.0078125
TN,Fentress,40,8,0,0.2,0.0
GA,Union,16,7,0,0.4375,0.0
NC,Forsyth,5183,999,20,0.19274551418097627,0.0038587690526721975
NC,Haywood,2114,654,15,0.3093661305581835,0.007095553453169348
IN,Hendricks,1820,620,54,0.34065934065934067,0.02967032967032967
VA,Virginia Beach,5902,1616,7,0.2738054896645205,0.0011860386309725517
ME,Penobscot,294,73,24,0.24829931972789115,0.08163265306122448
VA,Greensville,545,192,1,0.3522935779816514,0.001834862385321101
TN,McMinn,671,238,12,0.35469448584202684,0.01788375558867362
NC,Halifax,720,265,2,0.3680555555555556,0.002777777777777778
OH,Preble,312,93,3,0.2980769230769231,0.009615384615384616
MS,Lamar,912,121,0,0.13267543859649122,0.0
PA,Mercer,672,321,123,0.47767857142857145,0.18303571428571427
MN,Aitkin,672,351,91,0.5223214285714286,0.13541666666666666
IA,Pocahontas,24,6,0,0.25,0.0
AL,Colbert,326,88,3,0.26993865030674846,0.009202453987730062
VA,Suffolk (City),749,190,1,0.253671562082777,0.0013351134846461949
MN,Otter Tail,1347,682,194,0.5063103192279139,0.14402375649591687
TX,Llano,9,1,0,0.1111111111111111,0.0
AL,Macon,772,242,0,0.3134715025906736,0.0
TX,Hudspeth,72,25,0,0.3472222222222222,0.0
AZ,Graham,211,95,3,0.45023696682464454,0.014218009478672985
IN,Shelby,575,186,45,0.3234782608695652,0.0782608695652174
IN,Huntington,128,12,8,0.09375,0.0625
LA,Orleans,27262,9263,0,0.3397769789450517,0.0
TN,Loudon,652,164,0,0.25153374233128833,0.0
IN,DeKalb,48,9,2,0.1875,0.041666666666666664
KY,Scott,71,13,2,0.18309859154929578,0.028169014084507043
OR,Jefferson,2249,947,126,0.4210760337927968,0.05602489995553579
MN,Wadena,272,139,41,0.5110294117647058,0.15073529411764705
SC,Charleston,11330,2588,0,0.22842012356575464,0.0
VA,Gloucester,1080,258,1,0.2388888888888889,0.000925925925925926
GA,Whitfield,504,154,6,0.3055555555555556,0.011904761904761904
UT,Wayne,185,46,0,0.24864864864864866,0.0
IN,Wayne,1505,499,76,0.3315614617940199,0.0504983388704319
KS,Riley,45,15,0,0.3333333333333333,0.0
VA,Russell,208,67,3,0.32211538461538464,0.014423076923076924
WI,Dodge,197,84,16,0.4263959390862944,0.08121827411167512
MN,Todd,891,497,117,0.5578002244668911,0.13131313131313133
IL,Williamson,147,51,2,0.3469387755102041,0.013605442176870748
CO,Larimer,2657,725,232,0.2728641324802409,0.08731652239367708
TX,Mills,20,9,0,0.45,0.0
TX,Liberty,39,3,0,0.07692307692307693,0.0
PA,Susquehanna,768,383,87,0.4986979166666667,0.11328125
TX,Martin,63,29,0,0.4603174603174603,0.0
FL,Liberty,174,74,0,0.42528735632183906,0.0
NE,Cheyenne,41,10,4,0.24390243902439024,0.0975609756097561
IN,Marion,32614,9480,730,0.2906727172379959,0.02238302569448703
AL,Etowah,215,60,0,0.27906976744186046,0.0
TN,Jefferson,495,185,2,0.37373737373737376,0.00404040404040404
NE,Hall,52,13,4,0.25,0.07692307692307693
TX,Baylor,14,1,0,0.07142857142857142,0.0
VA,Goochland,1472,551,46,0.374320652173913,0.03125
VA,Floyd,135,22,3,0.16296296296296298,0.022222222222222223
NY,Oneida,5988,2374,565,0.39645958583834334,0.09435537742150969
GA,Colquitt,73,14,0,0.1917808219178082,0.0
SC,Pickens,6930,2073,19,0.29913419913419914,0.0027417027417027417
GA,Chatham,3766,760,2,0.201805629314923,0.0005310674455655868
TN,Campbell,702,217,3,0.3091168091168091,0.004273504273504274
MD,Worcester,1154,309,23,0.26776429809358754,0.01993067590987868
TX,Lamb,40,3,0,0.075,0.0
WI,Chippewa,189,51,28,0.2698412698412698,0.14814814814814814
NY,Erie,12818,3845,1716,0.2999687938836012,0.13387423935091278
KS,Johnson,11575,3156,488,0.27265658747300214,0.042159827213822894
NH,Merrimack,1935,478,182,0.2470284237726098,0.09405684754521963
VA,Washington,1507,484,28,0.32116788321167883,0.0185799601857996
VA,Bristol (City),98,23,0,0.23469387755102042,0.0
AL,Geneva,136,31,0,0.22794117647058823,0.0
WI,Waupaca,194,71,29,0.36597938144329895,0.14948453608247422
AR,Franklin,156,50,0,0.32051282051282054,0.0
TX,Floyd,7,0,0,0.0,0.0
OH,Perry,65,30,3,0.46153846153846156,0.046153846153846156
AL,Crenshaw,239,57,0,0.2384937238493724,0.0
TX,Bowie,123,33,0,0.2682926829268293,0.0
GA,Baker,19,7,0,0.3684210526315789,0.0
ID,Kootenai,501,179,64,0.35728542914171657,0.1277445109780439
TX,Nueces,98,25,0,0.25510204081632654,0.0
MD,St. Mary's,544,198,1,0.3639705882352941,0.001838235294117647
AL,Chilton,3549,1127,9,0.3175542406311637,0.00253592561284869
MN,Carver,1811,734,180,0.4053009387078962,0.09939260077305356
CO,Otero,299,83,2,0.27759197324414714,0.006688963210702341
NE,Furnas,5,2,0,0.4,0.0
TX,Knox,4,0,0,0.0,0.0
MI,Chippewa,35,15,0,0.42857142857142855,0.0
UT,Salt Lake,38615,11735,2012,0.30389744917778067,0.052104104622556
SC,Richland,39178,9832,47,0.25095716984021643,0.0011996528664046148
VA,Hampton (City),843,279,2,0.3309608540925267,0.002372479240806643
LA,Lafourche,95,16,0,0.16842105263157894,0.0
VA,King George,1140,346,1,0.30350877192982456,0.0008771929824561404
MO,Stone,10,0,0,0.0,0.0
TN,Madison,277,93,0,0.33574007220216606,0.0
OK,Bryan,11,3,0,0.2727272727272727,0.0
MO,Laclede,193,61,13,0.3160621761658031,0.06735751295336788
MN,Mille Lacs,940,460,109,0.48936170212765956,0.11595744680851064
AR,Howard,32,13,0,0.40625,0.0
TX,Polk,27,3,0,0.1111111111111111,0.0
WV,Ohio,547,158,44,0.28884826325411334,0.08043875685557587
GA,Putnam,84,47,0,0.5595238095238095,0.0
WV,Kanawha,3989,1436,168,0.35998997242416647,0.042115818500877415
OH,Portage,732,211,8,0.28825136612021857,0.01092896174863388
TX,Donley,15,0,1,0.0,0.06666666666666667
PA,Wayne,258,112,44,0.43410852713178294,0.17054263565891473
VA,Alleghany,623,213,24,0.3418940609951846,0.038523274478330656
WI,Monroe,255,77,23,0.30196078431372547,0.09019607843137255
LA,Webster,74,19,0,0.25675675675675674,0.0
TX,Callahan,49,23,1,0.46938775510204084,0.02040816326530612
VA,Culpeper,715,250,9,0.34965034965034963,0.012587412587412588
OH,Lawrence,58,14,0,0.2413793103448276,0.0
NC,Yadkin,445,155,0,0.34831460674157305,0.0
OR,Benton,1081,419,22,0.3876040703052729,0.020351526364477335
OK,Comanche,27,7,2,0.25925925925925924,0.07407407407407407
CO,Prowers,192,83,17,0.4322916666666667,0.08854166666666667
NC,Alexander,187,78,0,0.41711229946524064,0.0
MO,Pulaski,118,29,1,0.2457627118644068,0.00847457627118644
TN,Marion,969,298,3,0.3075335397316821,0.0030959752321981426
AL,Calhoun,399,111,0,0.2781954887218045,0.0
UT,Uintah,576,201,15,0.3489583333333333,0.026041666666666668
